fixture_id,team_id,start_time,rd,BIP,BOP,half,BIP_bin,BOP_bin,WR_ratio,W:R,WR_bin,BIP_sec,BOP_sec
fix_0c9LdXTf,team_iBzzBL,17:26:50,rd1,00:20.0,01:40.0,First Half,16-30,91-120,5,01:05,1:3+,20,100
fix_0c9LdXTf,team_iBzzBL,17:28:50,rd1,00:54.0,00:54.0,First Half,46-60,46-60,1,01:01,1:1-1.5,54,54
fix_0c9LdXTf,team_iBzzBL,17:30:38,rd1,00:14.0,00:47.0,First Half,0-15,46-60,3.357142857,01:03.4,1:3+,14,47
fix_0c9LdXTf,team_iBzzBL,17:31:39,rd1,00:12.0,00:21.0,First Half,0-15,16-30,1.75,01:01.8,1:1.5-2,12,21
fix_0c9LdXTf,team_iBzzBL,17:32:12,rd1,00:25.0,01:59.0,First Half,16-30,91-120,4.76,01:04.8,1:3+,25,119
fix_0c9LdXTf,team_iBzzBL,17:34:36,rd1,02:25.0,00:33.0,First Half,121-150,31-45,0.227586207,01:00.2,1:0-0.5,145,33
fix_0c9LdXTf,team_iBzzBL,17:37:34,rd1,00:06.0,01:19.0,First Half,0-15,61-90,13.16666667,01:13.2,1:3+,6,79
fix_0c9LdXTf,team_iBzzBL,17:38:59,rd1,00:17.0,00:25.0,First Half,16-30,16-30,1.470588235,01:01.5,1:1-1.5,17,25
fix_0c9LdXTf,team_iBzzBL,17:39:41,rd1,00:20.0,01:34.0,First Half,16-30,91-120,4.7,01:04.7,1:3+,20,94
fix_0c9LdXTf,team_iBzzBL,17:41:35,rd1,00:46.0,01:32.0,First Half,46-60,91-120,2,01:02,1:2-2.5,46,92
fix_0c9LdXTf,team_iBzzBL,17:43:53,rd1,00:07.0,00:22.0,First Half,0-15,16-30,3.142857143,01:03.1,1:3+,7,22
fix_0c9LdXTf,team_iBzzBL,17:44:22,rd1,00:24.0,00:01.0,First Half,16-30,0-15,0.041666667,01:00.0,1:0-0.5,24,1
fix_0c9LdXTf,team_iBzzBL,17:44:47,rd1,00:10.0,01:34.0,First Half,0-15,91-120,9.4,01:09.4,1:3+,10,94
fix_0c9LdXTf,team_iBzzBL,17:46:31,rd1,00:58.0,01:06.0,First Half,46-60,61-90,1.137931034,01:01.1,1:1-1.5,58,66
fix_0c9LdXTf,team_iBzzBL,17:48:35,rd1,00:18.0,00:29.0,First Half,16-30,16-30,1.611111111,01:01.6,1:1.5-2,18,29
fix_0c9LdXTf,team_iBzzBL,17:49:22,rd1,00:18.0,01:20.0,First Half,16-30,61-90,4.444444444,01:04.4,1:3+,18,80
fix_0c9LdXTf,team_iBzzBL,17:51:00,rd1,00:53.0,NA,First Half,46-60,NA,NA,NA,NA,53,NA
fix_0c9LdXTf,team_iBzzBL,18:02:01,rd1,00:35.0,00:24.0,Second Half,31-45,16-30,0.685714286,01:00.7,1:0.5-1,35,24
fix_0c9LdXTf,team_iBzzBL,18:03:00,rd1,00:40.0,00:49.0,Second Half,31-45,46-60,1.225,01:01.2,1:1-1.5,40,49
fix_0c9LdXTf,team_iBzzBL,18:04:29,rd1,00:09.0,00:01.0,Second Half,0-15,0-15,0.111111111,01:00.1,1:0-0.5,9,1
fix_0c9LdXTf,team_iBzzBL,18:04:39,rd1,00:15.0,00:30.0,Second Half,0-15,16-30,2,01:02,1:2-2.5,15,30
fix_0c9LdXTf,team_iBzzBL,18:05:24,rd1,00:21.0,00:44.0,Second Half,16-30,31-45,2.095238095,01:02.1,1:2-2.5,21,44
fix_0c9LdXTf,team_iBzzBL,18:06:29,rd1,02:20.0,01:03.0,Second Half,121-150,61-90,0.45,01:00.4,1:0-0.5,140,63
fix_0c9LdXTf,team_iBzzBL,18:09:52,rd1,00:16.0,00:18.0,Second Half,16-30,16-30,1.125,01:01.1,1:1-1.5,16,18
fix_0c9LdXTf,team_iBzzBL,18:10:26,rd1,01:06.0,00:57.0,Second Half,61-90,46-60,0.863636364,01:00.9,1:0.5-1,66,57
fix_0c9LdXTf,team_iBzzBL,18:12:29,rd1,01:17.0,01:31.0,Second Half,61-90,91-120,1.181818182,01:01.2,1:1-1.5,77,91
fix_0c9LdXTf,team_iBzzBL,18:15:17,rd1,00:31.0,01:02.0,Second Half,31-45,61-90,2,01:02,1:2-2.5,31,62
fix_0c9LdXTf,team_iBzzBL,18:16:50,rd1,00:44.0,00:40.0,Second Half,31-45,31-45,0.909090909,01:00.9,1:0.5-1,44,40
fix_0c9LdXTf,team_iBzzBL,18:18:14,rd1,01:33.8,01:50.2,Second Half,91-120,91-120,1.174840085,01:01.2,1:1-1.5,93.8,110.2
fix_0c9LdXTf,team_iBzzBL,18:21:38,rd1,00:34.0,00:52.0,Second Half,31-45,46-60,1.529411765,01:01.5,1:1.5-2,34,52
fix_0c9LdXTf,team_iBzzBL,18:23:04,rd1,00:14.0,00:53.0,Second Half,0-15,46-60,3.785714286,01:03.8,1:3+,14,53
fix_0c9LdXTf,team_iBzzBL,18:24:11,rd1,00:53.0,01:31.0,Second Half,46-60,91-120,1.716981132,01:01.7,1:1.5-2,53,91
fix_0c9LdXTf,team_iBzzBL,18:26:35,rd1,00:09.0,01:47.0,Second Half,0-15,91-120,11.88888889,01:11.9,1:3+,9,107
fix_0c9LdXTf,team_iBzzBL,18:28:31,rd1,00:19.0,00:31.0,Second Half,16-30,31-45,1.631578947,01:01.6,1:1.5-2,19,31
fix_0c9LdXTf,team_iBzzBL,18:29:21,rd1,00:04.0,00:44.0,Second Half,0-15,31-45,11,01:11,1:3+,4,44
fix_0c9LdXTf,team_iBzzBL,18:30:09,rd1,00:31.0,01:05.0,Second Half,31-45,61-90,2.096774194,01:02.1,1:2-2.5,31,65
fix_0c9LdXTf,team_iBzzBL,18:31:45,rd1,00:17.0,02:15.0,Second Half,16-30,121-150,7.941176471,01:07.9,1:3+,17,135
fix_0c9LdXTf,team_iBzzBL,18:34:17,rd1,00:10.0,00:29.0,Second Half,0-15,16-30,2.9,01:02.9,1:2.5-3,10,29
fix_0c9LdXTf,team_iBzzBL,18:34:56,rd1,00:42.0,01:51.0,Second Half,31-45,91-120,2.642857143,01:02.6,1:2.5-3,42,111
fix_0c9LdXTf,team_iBzzBL,18:37:29,rd1,00:26.0,00:40.0,Second Half,16-30,31-45,1.538461538,01:01.5,1:1.5-2,26,40
fix_0c9LdXTf,team_iBzzBL,18:38:35,rd1,01:08.0,01:01.0,Second Half,61-90,61-90,0.897058824,01:00.9,1:0.5-1,68,61
fix_0c9LdXTf,team_iBzzBL,18:40:44,rd1,00:07.0,01:05.0,Second Half,0-15,61-90,9.285714286,01:09.3,1:3+,7,65
fix_0c9LdXTf,team_iBzzBL,18:41:56,rd1,00:44.0,00:31.0,Second Half,31-45,31-45,0.704545455,01:00.7,1:0.5-1,44,31
fix_0c9LdXTf,team_iBzzBL,18:43:11,rd1,00:08.0,00:40.0,Second Half,0-15,31-45,5,01:05,1:3+,8,40
fix_0c9LdXTf,team_iBzzBL,18:43:59,rd1,00:12.0,00:43.0,Second Half,0-15,31-45,3.583333333,01:03.6,1:3+,12,43
fix_0c9LdXTf,team_iBzzBL,18:44:54,rd1,01:43.0,01:14.0,Second Half,91-120,61-90,0.718446602,01:00.7,1:0.5-1,103,74
fix_0c9LdXTf,team_iBzzBL,18:47:51,rd1,00:30.0,01:41.0,Second Half,16-30,91-120,3.366666667,01:03.4,1:3+,30,101
fix_0c9LdXTf,team_iBzzBL,18:50:02,rd1,00:13.0,NA,Second Half,0-15,NA,NA,NA,NA,13,NA
fix_WBSfUTye,team_sEVfiR,14:35:06,rd3,00:52.0,00:52.0,First Half,46-60,46-60,1,01:01,1:1-1.5,52,52
fix_WBSfUTye,team_sEVfiR,14:36:50,rd3,00:30.0,00:43.0,First Half,16-30,31-45,1.433333333,01:01.4,1:1-1.5,30,43
fix_WBSfUTye,team_sEVfiR,14:38:03,rd3,00:12.0,00:26.0,First Half,0-15,16-30,2.166666667,01:02.2,1:2-2.5,12,26
fix_WBSfUTye,team_sEVfiR,14:38:41,rd3,00:05.0,01:24.0,First Half,0-15,61-90,16.8,01:16.8,1:3+,5,84
fix_WBSfUTye,team_sEVfiR,14:40:10,rd3,00:05.0,00:40.0,First Half,0-15,31-45,8,01:08,1:3+,5,40
fix_WBSfUTye,team_sEVfiR,14:40:55,rd3,00:45.0,00:03.0,First Half,31-45,0-15,0.066666667,01:00.1,1:0-0.5,45,3
fix_WBSfUTye,team_sEVfiR,14:41:43,rd3,00:28.0,01:36.0,First Half,16-30,91-120,3.428571429,01:03.4,1:3+,28,96
fix_WBSfUTye,team_sEVfiR,14:43:47,rd3,00:36.0,00:55.0,First Half,31-45,46-60,1.527777778,01:01.5,1:1.5-2,36,55
fix_WBSfUTye,team_sEVfiR,14:45:18,rd3,00:21.0,00:50.0,First Half,16-30,46-60,2.380952381,01:02.4,1:2-2.5,21,50
fix_WBSfUTye,team_sEVfiR,14:46:29,rd3,00:26.0,00:46.0,First Half,16-30,46-60,1.769230769,01:01.8,1:1.5-2,26,46
fix_WBSfUTye,team_sEVfiR,14:47:41,rd3,01:26.0,01:03.0,First Half,61-90,61-90,0.73255814,01:00.7,1:0.5-1,86,63
fix_WBSfUTye,team_sEVfiR,14:50:10,rd3,00:07.0,00:40.0,First Half,0-15,31-45,5.714285714,01:05.7,1:3+,7,40
fix_WBSfUTye,team_sEVfiR,14:50:57,rd3,00:17.0,00:56.0,First Half,16-30,46-60,3.294117647,01:03.3,1:3+,17,56
fix_WBSfUTye,team_sEVfiR,14:52:10,rd3,00:40.0,00:32.0,First Half,31-45,31-45,0.8,01:00.8,1:0.5-1,40,32
fix_WBSfUTye,team_sEVfiR,14:53:22,rd3,00:33.0,02:40.0,First Half,31-45,151-180,4.848484848,01:04.8,1:3+,33,160
fix_WBSfUTye,team_sEVfiR,14:56:35,rd3,00:23.0,00:37.0,First Half,16-30,31-45,1.608695652,01:01.6,1:1.5-2,23,37
fix_WBSfUTye,team_sEVfiR,14:57:35,rd3,00:14.0,00:38.0,First Half,0-15,31-45,2.714285714,01:02.7,1:2.5-3,14,38
fix_WBSfUTye,team_sEVfiR,14:58:27,rd3,00:07.0,00:00.0,First Half,0-15,0-15,0,01:00,1:0-0.5,7,0
fix_WBSfUTye,team_sEVfiR,14:58:34,rd3,00:25.0,01:39.0,First Half,16-30,91-120,3.96,01:04.0,1:3+,25,99
fix_WBSfUTye,team_sEVfiR,15:00:38,rd3,00:53.0,00:04.0,First Half,46-60,0-15,0.075471698,01:00.1,1:0-0.5,53,4
fix_WBSfUTye,team_sEVfiR,15:01:35,rd3,00:13.0,01:42.0,First Half,0-15,91-120,7.846153846,01:07.8,1:3+,13,102
fix_WBSfUTye,team_sEVfiR,15:03:30,rd3,00:05.0,01:08.0,First Half,0-15,61-90,13.6,01:13.6,1:3+,5,68
fix_WBSfUTye,team_sEVfiR,15:04:43,rd3,00:28.0,00:47.0,First Half,16-30,46-60,1.678571429,01:01.7,1:1.5-2,28,47
fix_WBSfUTye,team_sEVfiR,15:05:58,rd3,00:58.0,00:29.0,First Half,46-60,16-30,0.5,01:00.5,1:0.5-1,58,29
fix_WBSfUTye,team_sEVfiR,15:07:25,rd3,00:30.0,00:49.0,First Half,16-30,46-60,1.633333333,01:01.6,1:1.5-2,30,49
fix_WBSfUTye,team_sEVfiR,15:08:44,rd3,00:10.0,00:30.0,First Half,0-15,16-30,3,01:03,1:3+,10,30
fix_WBSfUTye,team_sEVfiR,15:09:24,rd3,00:30.0,00:46.0,First Half,16-30,46-60,1.533333333,01:01.5,1:1.5-2,30,46
fix_WBSfUTye,team_sEVfiR,15:10:40,rd3,01:37.0,01:00.0,First Half,91-120,46-60,0.618556701,01:00.6,1:0.5-1,97,60
fix_WBSfUTye,team_sEVfiR,15:13:17,rd3,00:28.0,00:19.0,First Half,16-30,16-30,0.678571429,01:00.7,1:0.5-1,28,19
fix_WBSfUTye,team_sEVfiR,15:14:04,rd3,00:09.0,00:52.0,First Half,0-15,46-60,5.777777778,01:05.8,1:3+,9,52
fix_WBSfUTye,team_sEVfiR,15:15:05,rd3,00:38.0,00:03.0,First Half,31-45,0-15,0.078947368,01:00.1,1:0-0.5,38,3
fix_WBSfUTye,team_sEVfiR,15:15:46,rd3,00:49.0,00:23.0,First Half,46-60,16-30,0.469387755,01:00.5,1:0-0.5,49,23
fix_WBSfUTye,team_sEVfiR,15:16:58,rd3,00:37.0,NA,First Half,31-45,NA,NA,NA,NA,37,NA
fix_WBSfUTye,team_sEVfiR,15:27:42,rd3,00:34.0,01:44.0,Second Half,31-45,91-120,3.058823529,01:03.1,1:3+,34,104
fix_WBSfUTye,team_sEVfiR,15:30:00,rd3,01:57.0,01:45.0,Second Half,91-120,91-120,0.897435897,01:00.9,1:0.5-1,117,105
fix_WBSfUTye,team_sEVfiR,15:33:42,rd3,03:32.0,01:38.0,Second Half,180+,91-120,0.462264151,01:00.5,1:0-0.5,212,98
fix_WBSfUTye,team_sEVfiR,15:38:52,rd3,00:50.0,01:43.0,Second Half,46-60,91-120,2.06,01:02.1,1:2-2.5,50,103
fix_WBSfUTye,team_sEVfiR,15:41:25,rd3,00:10.0,00:23.0,Second Half,0-15,16-30,2.3,01:02.3,1:2-2.5,10,23
fix_WBSfUTye,team_sEVfiR,15:41:58,rd3,00:41.0,00:55.0,Second Half,31-45,46-60,1.341463415,01:01.3,1:1-1.5,41,55
fix_WBSfUTye,team_sEVfiR,15:43:34,rd3,00:40.0,01:03.0,Second Half,31-45,61-90,1.575,01:01.6,1:1.5-2,40,63
fix_WBSfUTye,team_sEVfiR,15:45:17,rd3,00:08.0,00:53.0,Second Half,0-15,46-60,6.625,01:06.6,1:3+,8,53
fix_WBSfUTye,team_sEVfiR,15:46:18,rd3,00:08.0,00:46.0,Second Half,0-15,46-60,5.75,01:05.7,1:3+,8,46
fix_WBSfUTye,team_sEVfiR,15:47:12,rd3,00:06.0,00:47.0,Second Half,0-15,46-60,7.833333333,01:07.8,1:3+,6,47
fix_WBSfUTye,team_sEVfiR,15:48:05,rd3,00:11.0,02:25.0,Second Half,0-15,121-150,13.18181818,01:13.2,1:3+,11,145
fix_WBSfUTye,team_sEVfiR,15:50:41,rd3,00:47.0,00:23.0,Second Half,46-60,16-30,0.489361702,01:00.5,1:0-0.5,47,23
fix_WBSfUTye,team_sEVfiR,15:51:51,rd3,00:10.0,01:28.0,Second Half,0-15,61-90,8.8,01:08.8,1:3+,10,88
fix_WBSfUTye,team_sEVfiR,15:53:29,rd3,00:54.0,00:56.0,Second Half,46-60,46-60,1.037037037,01:01.0,1:1-1.5,54,56
fix_WBSfUTye,team_sEVfiR,15:55:19,rd3,00:14.0,01:45.0,Second Half,0-15,91-120,7.5,01:07.5,1:3+,14,105
fix_WBSfUTye,team_sEVfiR,15:57:18,rd3,00:29.0,00:50.0,Second Half,16-30,46-60,1.724137931,01:01.7,1:1.5-2,29,50
fix_WBSfUTye,team_sEVfiR,15:58:37,rd3,00:31.0,00:47.0,Second Half,31-45,46-60,1.516129032,01:01.5,1:1.5-2,31,47
fix_WBSfUTye,team_sEVfiR,15:59:55,rd3,00:51.0,02:17.0,Second Half,46-60,121-150,2.68627451,01:02.7,1:2.5-3,51,137
fix_WBSfUTye,team_sEVfiR,16:03:03,rd3,00:10.0,00:24.0,Second Half,0-15,16-30,2.4,01:02.4,1:2-2.5,10,24
fix_WBSfUTye,team_sEVfiR,16:03:37,rd3,00:30.0,00:32.0,Second Half,16-30,31-45,1.066666667,01:01.1,1:1-1.5,30,32
fix_WBSfUTye,team_sEVfiR,16:04:39,rd3,01:48.0,00:36.0,Second Half,91-120,31-45,0.333333333,01:00.3,1:0-0.5,108,36
fix_WBSfUTye,team_sEVfiR,16:07:03,rd3,00:19.0,00:32.0,Second Half,16-30,31-45,1.684210526,01:01.7,1:1.5-2,19,32
fix_WBSfUTye,team_sEVfiR,16:07:54,rd3,00:49.0,01:25.0,Second Half,46-60,61-90,1.734693878,01:01.7,1:1.5-2,49,85
fix_WBSfUTye,team_sEVfiR,16:10:08,rd3,00:08.0,00:53.0,Second Half,0-15,46-60,6.625,01:06.6,1:3+,8,53
fix_WBSfUTye,team_sEVfiR,16:11:09,rd3,00:36.0,00:58.0,Second Half,31-45,46-60,1.611111111,01:01.6,1:1.5-2,36,58
fix_WBSfUTye,team_sEVfiR,16:12:43,rd3,00:04.0,00:55.0,Second Half,0-15,46-60,13.75,01:13.7,1:3+,4,55
fix_WBSfUTye,team_sEVfiR,16:13:42,rd3,00:13.0,00:04.0,Second Half,0-15,0-15,0.307692308,01:00.3,1:0-0.5,13,4
fix_WBSfUTye,team_sEVfiR,16:13:59,rd3,01:08.0,NA,Second Half,61-90,NA,NA,NA,NA,68,NA
fix_qaJKZW6K,team_WToSrG,13:05:22,rd4,00:17.0,00:35.0,First Half,16-30,31-45,2.058823529,01:02.1,1:2-2.5,17,35
fix_qaJKZW6K,team_WToSrG,13:06:14,rd4,01:28.0,00:44.0,First Half,61-90,31-45,0.5,01:00.5,1:0.5-1,88,44
fix_qaJKZW6K,team_WToSrG,13:08:26,rd4,02:11.0,01:39.0,First Half,121-150,91-120,0.755725191,01:00.8,1:0.5-1,131,99
fix_qaJKZW6K,team_WToSrG,13:12:16,rd4,00:09.0,00:21.0,First Half,0-15,16-30,2.333333333,01:02.3,1:2-2.5,9,21
fix_qaJKZW6K,team_WToSrG,13:12:46,rd4,01:29.0,00:47.0,First Half,61-90,46-60,0.528089888,01:00.5,1:0.5-1,89,47
fix_qaJKZW6K,team_WToSrG,13:15:02,rd4,00:05.0,00:47.0,First Half,0-15,46-60,9.4,01:09.4,1:3+,5,47
fix_qaJKZW6K,team_WToSrG,13:15:54,rd4,00:31.0,00:28.0,First Half,31-45,16-30,0.903225806,01:00.9,1:0.5-1,31,28
fix_qaJKZW6K,team_WToSrG,13:16:53,rd4,00:10.0,01:02.0,First Half,0-15,61-90,6.2,01:06.2,1:3+,10,62
fix_qaJKZW6K,team_WToSrG,13:18:05,rd4,00:55.0,00:46.0,First Half,46-60,46-60,0.836363636,01:00.8,1:0.5-1,55,46
fix_qaJKZW6K,team_WToSrG,13:19:46,rd4,00:05.0,01:27.0,First Half,0-15,61-90,17.4,01:17.4,1:3+,5,87
fix_qaJKZW6K,team_WToSrG,13:21:18,rd4,00:58.0,00:45.0,First Half,46-60,31-45,0.775862069,01:00.8,1:0.5-1,58,45
fix_qaJKZW6K,team_WToSrG,13:23:01,rd4,00:05.0,00:17.0,First Half,0-15,16-30,3.4,01:03.4,1:3+,5,17
fix_qaJKZW6K,team_WToSrG,13:23:23,rd4,00:05.0,00:40.0,First Half,0-15,31-45,8,01:08,1:3+,5,40
fix_qaJKZW6K,team_WToSrG,13:24:08,rd4,00:08.0,00:22.0,First Half,0-15,16-30,2.75,01:02.8,1:2.5-3,8,22
fix_qaJKZW6K,team_WToSrG,13:24:38,rd4,00:15.0,00:26.0,First Half,0-15,16-30,1.733333333,01:01.7,1:1.5-2,15,26
fix_qaJKZW6K,team_WToSrG,13:25:19,rd4,00:08.0,01:33.0,First Half,0-15,91-120,11.625,01:11.6,1:3+,8,93
fix_qaJKZW6K,team_WToSrG,13:27:00,rd4,01:47.0,01:39.0,First Half,91-120,91-120,0.925233645,01:00.9,1:0.5-1,107,99
fix_qaJKZW6K,team_WToSrG,13:30:26,rd4,00:18.0,00:01.0,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1
fix_qaJKZW6K,team_WToSrG,13:30:45,rd4,00:37.0,00:47.0,First Half,31-45,46-60,1.27027027,01:01.3,1:1-1.5,37,47
fix_qaJKZW6K,team_WToSrG,13:32:09,rd4,00:26.0,00:49.0,First Half,16-30,46-60,1.884615385,01:01.9,1:1.5-2,26,49
fix_qaJKZW6K,team_WToSrG,13:33:24,rd4,00:18.0,01:26.0,First Half,16-30,61-90,4.777777778,01:04.8,1:3+,18,86
fix_qaJKZW6K,team_WToSrG,13:35:08,rd4,00:08.0,00:23.0,First Half,0-15,16-30,2.875,01:02.9,1:2.5-3,8,23
fix_qaJKZW6K,team_WToSrG,13:35:39,rd4,00:15.0,00:02.0,First Half,0-15,0-15,0.133333333,01:00.1,1:0-0.5,15,2
fix_qaJKZW6K,team_WToSrG,13:35:56,rd4,00:13.0,00:24.0,First Half,0-15,16-30,1.846153846,01:01.8,1:1.5-2,13,24
fix_qaJKZW6K,team_WToSrG,13:36:33,rd4,00:16.0,00:35.0,First Half,16-30,31-45,2.1875,01:02.2,1:2-2.5,16,35
fix_qaJKZW6K,team_WToSrG,13:37:24,rd4,01:05.0,02:03.0,First Half,61-90,121-150,1.892307692,01:01.9,1:1.5-2,65,123
fix_qaJKZW6K,team_WToSrG,13:40:32,rd4,00:28.0,01:48.0,First Half,16-30,91-120,3.857142857,01:03.9,1:3+,28,108
fix_qaJKZW6K,team_WToSrG,13:42:48,rd4,00:08.0,00:27.0,First Half,0-15,16-30,3.375,01:03.4,1:3+,8,27
fix_qaJKZW6K,team_WToSrG,13:43:23,rd4,00:13.0,00:47.0,First Half,0-15,46-60,3.615384615,01:03.6,1:3+,13,47
fix_qaJKZW6K,team_WToSrG,13:44:23,rd4,00:44.0,NA,First Half,31-45,NA,NA,NA,NA,44,NA
fix_qaJKZW6K,team_WToSrG,14:01:16,rd4,00:07.0,00:26.0,Second Half,0-15,16-30,3.714285714,01:03.7,1:3+,7,26
fix_qaJKZW6K,team_WToSrG,14:01:49,rd4,00:39.0,00:46.0,Second Half,31-45,46-60,1.179487179,01:01.2,1:1-1.5,39,46
fix_qaJKZW6K,team_WToSrG,14:03:14,rd4,01:09.0,01:31.0,Second Half,61-90,91-120,1.31884058,01:01.3,1:1-1.5,69,91
fix_qaJKZW6K,team_WToSrG,14:05:54,rd4,00:37.0,00:37.0,Second Half,31-45,31-45,1,01:01,1:1-1.5,37,37
fix_qaJKZW6K,team_WToSrG,14:07:08,rd4,00:16.0,00:51.0,Second Half,16-30,46-60,3.1875,01:03.2,1:3+,16,51
fix_qaJKZW6K,team_WToSrG,14:08:15,rd4,00:09.0,01:12.0,Second Half,0-15,61-90,8,01:08,1:3+,9,72
fix_qaJKZW6K,team_WToSrG,14:09:36,rd4,00:16.0,00:34.0,Second Half,16-30,31-45,2.125,01:02.1,1:2-2.5,16,34
fix_qaJKZW6K,team_WToSrG,14:10:26,rd4,00:35.0,01:33.0,Second Half,31-45,91-120,2.657142857,01:02.7,1:2.5-3,35,93
fix_qaJKZW6K,team_WToSrG,14:12:34,rd4,00:56.8,02:56.2,Second Half,46-60,151-180,3.102112676,01:03.1,1:3+,56.8,176.2
fix_qaJKZW6K,team_WToSrG,14:16:27,rd4,00:32.0,01:42.0,Second Half,31-45,91-120,3.1875,01:03.2,1:3+,32,102
fix_qaJKZW6K,team_WToSrG,14:18:41,rd4,00:23.0,00:48.0,Second Half,16-30,46-60,2.086956522,01:02.1,1:2-2.5,23,48
fix_qaJKZW6K,team_WToSrG,14:19:52,rd4,00:04.0,01:16.0,Second Half,0-15,61-90,19,01:19,1:3+,4,76
fix_qaJKZW6K,team_WToSrG,14:21:12,rd4,00:11.0,00:54.0,Second Half,0-15,46-60,4.909090909,01:04.9,1:3+,11,54
fix_qaJKZW6K,team_WToSrG,14:22:17,rd4,00:43.0,02:06.0,Second Half,31-45,121-150,2.930232558,01:02.9,1:2.5-3,43,126
fix_qaJKZW6K,team_WToSrG,14:25:06,rd4,00:07.0,00:26.0,Second Half,0-15,16-30,3.714285714,01:03.7,1:3+,7,26
fix_qaJKZW6K,team_WToSrG,14:25:39,rd4,00:25.0,01:33.0,Second Half,16-30,91-120,3.72,01:03.7,1:3+,25,93
fix_qaJKZW6K,team_WToSrG,14:27:37,rd4,00:10.0,00:25.0,Second Half,0-15,16-30,2.5,01:02.5,1:2.5-3,10,25
fix_qaJKZW6K,team_WToSrG,14:28:12,rd4,00:08.0,00:48.0,Second Half,0-15,46-60,6,01:06,1:3+,8,48
fix_qaJKZW6K,team_WToSrG,14:29:08,rd4,00:08.0,00:33.0,Second Half,0-15,31-45,4.125,01:04.1,1:3+,8,33
fix_qaJKZW6K,team_WToSrG,14:29:49,rd4,00:35.0,00:59.0,Second Half,31-45,46-60,1.685714286,01:01.7,1:1.5-2,35,59
fix_qaJKZW6K,team_WToSrG,14:31:23,rd4,00:18.0,00:48.0,Second Half,16-30,46-60,2.666666667,01:02.7,1:2.5-3,18,48
fix_qaJKZW6K,team_WToSrG,14:32:29,rd4,00:07.0,00:22.0,Second Half,0-15,16-30,3.142857143,01:03.1,1:3+,7,22
fix_qaJKZW6K,team_WToSrG,14:32:58,rd4,00:13.0,00:42.0,Second Half,0-15,31-45,3.230769231,01:03.2,1:3+,13,42
fix_qaJKZW6K,team_WToSrG,14:33:53,rd4,00:11.0,02:12.0,Second Half,0-15,121-150,12,01:12,1:3+,11,132
fix_qaJKZW6K,team_WToSrG,14:36:16,rd4,00:16.0,00:06.0,Second Half,16-30,0-15,0.375,01:00.4,1:0-0.5,16,6
fix_qaJKZW6K,team_WToSrG,14:36:38,rd4,00:03.0,00:53.0,Second Half,0-15,46-60,17.66666667,01:17.7,1:3+,3,53
fix_qaJKZW6K,team_WToSrG,14:37:34,rd4,00:12.0,02:15.0,Second Half,0-15,121-150,11.25,01:11.2,1:3+,12,135
fix_qaJKZW6K,team_WToSrG,14:40:01,rd4,00:20.0,01:02.0,Second Half,16-30,61-90,3.1,01:03.1,1:3+,20,62
fix_qaJKZW6K,team_WToSrG,14:41:23,rd4,00:50.0,00:02.0,Second Half,46-60,0-15,0.04,01:00.0,1:0-0.5,50,2
fix_qaJKZW6K,team_WToSrG,14:42:15,rd4,00:14.0,00:02.0,Second Half,0-15,0-15,0.142857143,01:00.1,1:0-0.5,14,2
fix_qaJKZW6K,team_WToSrG,14:42:31,rd4,00:03.0,01:38.0,Second Half,0-15,91-120,32.66666667,01:32.7,1:3+,3,98
fix_qaJKZW6K,team_WToSrG,14:44:12,rd4,01:44.0,01:44.0,Second Half,91-120,91-120,1,01:01,1:1-1.5,104,104
fix_qaJKZW6K,team_WToSrG,14:47:40,rd4,00:54.1,00:48.9,Second Half,46-60,46-60,0.90270936,01:00.9,1:0.5-1,54.13333333,48.86666667
fix_qaJKZW6K,team_WToSrG,14:49:23,rd4,00:09.0,00:45.0,Second Half,0-15,31-45,5,01:05,1:3+,9,45
fix_qaJKZW6K,team_WToSrG,14:50:17,rd4,00:46.0,NA,Second Half,46-60,NA,NA,NA,NA,46,NA
fix_O6blADFE,team_UbIB7L,17:05:21,rd5,00:41.0,00:45.0,First Half,31-45,31-45,1.097560976,01:01.1,1:1-1.5,41,45
fix_O6blADFE,team_UbIB7L,17:06:47,rd5,00:43.0,00:52.0,First Half,31-45,46-60,1.209302326,01:01.2,1:1-1.5,43,52
fix_O6blADFE,team_UbIB7L,17:08:22,rd5,00:07.0,00:40.0,First Half,0-15,31-45,5.714285714,01:05.7,1:3+,7,40
fix_O6blADFE,team_UbIB7L,17:09:09,rd5,00:15.0,00:23.0,First Half,0-15,16-30,1.533333333,01:01.5,1:1.5-2,15,23
fix_O6blADFE,team_UbIB7L,17:09:47,rd5,01:10.0,00:01.0,First Half,61-90,0-15,0.014285714,01:00.0,1:0-0.5,70,1
fix_O6blADFE,team_UbIB7L,17:10:58,rd5,00:25.0,00:26.0,First Half,16-30,16-30,1.04,01:01.0,1:1-1.5,25,26
fix_O6blADFE,team_UbIB7L,17:11:49,rd5,00:43.0,01:38.0,First Half,31-45,91-120,2.279069767,01:02.3,1:2-2.5,43,98
fix_O6blADFE,team_UbIB7L,17:14:10,rd5,00:24.0,00:41.0,First Half,16-30,31-45,1.708333333,01:01.7,1:1.5-2,24,41
